Name,Location,City,P.O Box,Phone,Company Page Link,Logo URL
China Wok Restaurant,"Opp Dubai Grand Hotel, Bhnd Sunrise S/Market, Dubai",Dubai,3132,04-2631590,https://www.yellowpages-uae.com/china-wok-restaurant-175207.html,https://media.yellowpages-uae.com/images/placeholder.png
Chinchaaus Restaurant,"Amman St, Al Nahda 2, Dubai",Dubai,,04-2510011,https://www.yellowpages-uae.com/chinchaaus-restaurant-141979.html,https://media.yellowpages-uae.com/images/placeholder.png
Chinese Star Restaurant,"Al Wahda, Sharjah",Sharjah,,06-5720898,https://www.yellowpages-uae.com/chinese-star-restaurant-146806.html,https://media.yellowpages-uae.com/images/placeholder.png
Chival,"The City Walk, Dubai",Dubai,,04-4033111,https://www.yellowpages-uae.com/chival-175820.html,https://media.yellowpages-uae.com/images/placeholder.png
Choice Refreshment and Grills,"Behind ADNOC, Salam Street, Abu Dhabi",Abu Dhabi,,02-6712151,https://www.yellowpages-uae.com/choice-refreshment-grills-175527.html,https://media.yellowpages-uae.com/images/placeholder.png
Choice Restaurant,"Old Passport Rd, Abu Dhabi",Abu Dhabi,27207,02-6416587,https://www.yellowpages-uae.com/choice-restaurant-135169.html,https://media.yellowpages-uae.com/images/placeholder.png
Choice Restaurant,"Near Gulf Cinema, Al Nakheel, Ras Al Khaimah",Ras Al Khaimah,4966,07-2226225,https://www.yellowpages-uae.com/choice-restaurant-116323.html,https://media.yellowpages-uae.com/images/placeholder.png
Choices,"Yas Island, Rotana Hotel, Abu Dhabi",Abu Dhabi,,02-6564000,https://www.yellowpages-uae.com/choices-142517.html,https://media.yellowpages-uae.com/images/placeholder.png
Chops N Hopes Restaurant,"Behind Mall Of Emirates, Barsha 1, Dubai",Dubai,37201,04-3654446,https://www.yellowpages-uae.com/chops-n-hopes-restaurant-175602.html,https://media.yellowpages-uae.com/images/placeholder.png
Tabaq Restaurant,"Hamdan St, Ziani, Abu Dhabi",Abu Dhabi,46695,02-6787349,https://www.yellowpages-uae.com/tabaq-restaurant-119605.html,https://media.yellowpages-uae.com/images/placeholder.png
Taipei Dao,"Downtown Dubai, Dubai",Dubai,,04-4510694,https://www.yellowpages-uae.com/taipei-dao-175785.html,https://media.yellowpages-uae.com/images/placeholder.png
Taj Mahal Restaurant,"Next to Al Fujairah Jewellery, Opp ADCB, Fujairah",Fujairah,1146,09-2225225,https://www.yellowpages-uae.com/taj-mahal-restaurant-116562.html,https://media.yellowpages-uae.com/images/placeholder.png
Tajdeed Hyderabadi Restaurant,"Gete Bldg B Block, Opp City Hotel, Rolla, Sharjah",Sharjah,,06-5637393,https://www.yellowpages-uae.com/tajdeed-hyderabadi-restaurant-68584.html,https://media.yellowpages-uae.com/images/placeholder.png
Tala Semplice,"8th St., Deira City Centre, Dubai",Dubai,,04-2925200,https://www.yellowpages-uae.com/tala-semplice-143086.html,https://media.yellowpages-uae.com/images/placeholder.png
Talay Thai Restaurant,"Le Meridian, Al Zahiyah, Abu Dhabi",Abu Dhabi,,02-6446666,https://www.yellowpages-uae.com/talay-thai-restaurant-175725.html,https://media.yellowpages-uae.com/images/placeholder.png
Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA, Abu Dhabi",Abu Dhabi,75337,02-6452221,https://www.yellowpages-uae.com/tamar-darbar-restaurant-175523.html,https://media.yellowpages-uae.com/images/placeholder.png
Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah, Abu Dhabi",Abu Dhabi,,02-6728888,https://www.yellowpages-uae.com/tamba-restaurant-175726.html,https://media.yellowpages-uae.com/images/placeholder.png
Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah, Sharjah",Sharjah,66988,06-5353696,https://www.yellowpages-uae.com/tamilnadu-restaurant-148307.html,https://media.yellowpages-uae.com/images/placeholder.png
Tandoor Express,"Mussafah, Abu Dhabi",Abu Dhabi,,02-5596655,https://www.yellowpages-uae.com/tandoor-express-145584.html,https://media.yellowpages-uae.com/images/placeholder.png
Tandoor Palace,"Al Nahda 1, Qusais, Dubai",Dubai,91521,04-2505035,https://www.yellowpages-uae.com/tandoor-palace-175350.html,https://media.yellowpages-uae.com/images/placeholder.png
Tandoori Junction Restaurant,"G 04, HDS Tower, JLT, Dubai",Dubai,643532,04-4311866,https://www.yellowpages-uae.com/tandoori-junction-restaurant-147696.html,https://media.yellowpages-uae.com/images/placeholder.png
Tandushi,"Lotus Downtown Metro Hotel Apartments & Spa, Dubai",Dubai,,04-2068888,https://www.yellowpages-uae.com/tandushi-67472.html,https://media.yellowpages-uae.com/images/placeholder.png
Tanjara,"Madinat Zayed, Abu Dhabi",Abu Dhabi,33779,02-6278644,https://www.yellowpages-uae.com/tanjara-145585.html,https://media.yellowpages-uae.com/images/placeholder.png
Taqado Mexican Kitchen,"The Galleria, Al Maryah Island, Abu Dhabi",Abu Dhabi,,02-6770700,https://www.yellowpages-uae.com/taqado-mexican-kitchen-175648.html,https://media.yellowpages-uae.com/images/placeholder.png
Tarbouche,"Central Market, Abu Dhabi",Abu Dhabi,,02-6282220,https://www.yellowpages-uae.com/tarbouche-145706.html,https://media.yellowpages-uae.com/images/placeholder.png
Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park, Sharjah",Sharjah,,06-5240100,https://www.yellowpages-uae.com/tareeq-al-saadah-restaurant-175364.html,https://media.yellowpages-uae.com/images/placeholder.png
Tarweeah,"Behind Spinneys, Najda Street, Abu Dhabi",Abu Dhabi,,02-6445004,https://www.yellowpages-uae.com/tarweeah-175573.html,https://media.yellowpages-uae.com/images/placeholder.png
Tashas Cafe,"Al Bateen, Abu Dhabi",Abu Dhabi,,02-4450890,https://www.yellowpages-uae.com/tashas-cafe-175727.html,https://media.yellowpages-uae.com/images/placeholder.png
Tashkent Restaurant,"Al Barsha, Dubai",Dubai,71121,04-4470706,https://www.yellowpages-uae.com/tashkent-restaurant-175355.html,https://media.yellowpages-uae.com/images/placeholder.png
"Fish N Chips Room, The","Murjan Tower, Jumeirah Beach Res, Dubai",Dubai,66413,04-4270443,https://www.yellowpages-uae.com/fish-n-chips-room-the-175629.html,https://media.yellowpages-uae.com/images/placeholder.png
Fish World,"3rd Flr, Food Court, Burjuman Centre, Bur Dubai, Dubai",Dubai,26570,04-3514774,https://www.yellowpages-uae.com/fish-world-126064.html,https://media.yellowpages-uae.com/images/placeholder.png
Fishmarket - Inter-Continental Abu Dhabi,"Hotel Intercontinental Abu Dhabi, Khalidya, Abu Dhabi",Abu Dhabi,4171,02-6666888,https://www.yellowpages-uae.com/fishmarket-inter-continental-abu-dhabi-112379.html,https://media.yellowpages-uae.com/images/placeholder.png
Five Guys Burger,"Dubai Mall, Dubai",Dubai,,04-3804117,https://www.yellowpages-uae.com/five-guys-burger-175759.html,https://media.yellowpages-uae.com/images/placeholder.png
Flame & Bake,"Next To Hollywood Magic, Abu Dhabi",Abu Dhabi,,600565564,https://www.yellowpages-uae.com/flame-bake-175522.html,https://media.yellowpages-uae.com/images/placeholder.png
Flavours - Sheraton,"Near Corniche Hospital, Corniche Rd, Abu Dhabi",Abu Dhabi,640,02-6773333,https://www.yellowpages-uae.com/flavours-sheraton-111955.html,https://media.yellowpages-uae.com/images/placeholder.png
Flavours On Two,"Towers Rotana, Shk Zayed Road, Dubai",Dubai,,04-3438000,https://www.yellowpages-uae.com/flavours-on-two-175836.html,https://media.yellowpages-uae.com/images/placeholder.png
Flooka,"Dubai Marine Beach Resort, Dubai",Dubai,,04-3461111,https://www.yellowpages-uae.com/flooka-175837.html,https://media.yellowpages-uae.com/images/placeholder.png
Food & Life Global Flavours,"Bur Dubai, Dubai",Dubai,116357,04-3599775,https://www.yellowpages-uae.com/food-life-global-flavours-149738.html,https://media.yellowpages-uae.com/images/placeholder.png
Food City Restaurant LLC,"Al Muroor, Abu Dhabi",Abu Dhabi,109770,02-4488640,https://www.yellowpages-uae.com/food-city-restaurant-llc-143622.html,https://media.yellowpages-uae.com/images/placeholder.png
Food Mountain Restaurant,"Behind Adnoc Petrol Station, Najda Street, Abu Dhabi",Abu Dhabi,,056-2090767,https://www.yellowpages-uae.com/food-mountain-restaurant-175572.html,https://media.yellowpages-uae.com/images/placeholder.png
Food Palace Restaurant,"Khalifa Str, Abu Dhabi",Abu Dhabi,105912,02-6270080,https://www.yellowpages-uae.com/food-palace-restaurant-131684.html,https://media.yellowpages-uae.com/images/placeholder.png
Food Park City Restaurant,"Al Nahda, Sharjah",Sharjah,,06-5544757,https://www.yellowpages-uae.com/food-park-city-restaurant-148066.html,https://media.yellowpages-uae.com/images/placeholder.png
Food Village Restaurant LLC,"Amman St, Al nahda 1, Dubai",Dubai,237882,04-2398502,https://www.yellowpages-uae.com/food-village-restaurant-llc-143860.html,https://media.yellowpages-uae.com/images/placeholder.png
Foodlands Restaurant LLC,"Airport Rd, Abu Dhabi",Abu Dhabi,200,02-6330099,https://www.yellowpages-uae.com/foodlands-restaurant-llc-104149.html,https://media.yellowpages-uae.com/images/placeholder.png
Fort Kochi Restaurant,"Next To EPPCO Petrol Station, Dubai",Dubai,,04-2575020,https://www.yellowpages-uae.com/fort-kochi-restaurant-175324.html,https://media.yellowpages-uae.com/images/placeholder.png
Fountain Cafe Restaurant,"Shk Zayed Rd, Dubai",Dubai,36853,04-3311502,https://www.yellowpages-uae.com/fountain-cafe-restaurant-143449.html,https://media.yellowpages-uae.com/images/placeholder.png
Four Friends Restaurants,"Opp ADCB, Meena Rd, Sharjah",Sharjah,70886,06-5628121,https://www.yellowpages-uae.com/four-friends-restaurants-68582.html,https://media.yellowpages-uae.com/images/placeholder.png
Four Season Restaurant,"Al Barsha, Dubai",Dubai,,04-3255444,https://www.yellowpages-uae.com/four-season-restaurant-145580.html,https://media.yellowpages-uae.com/images/placeholder.png
Francesco Pizzeria Restaurant,"G Flr, Al Khaleej Centre, Bur Dubai, Dubai",Dubai,43383,04-3522766,https://www.yellowpages-uae.com/francesco-pizzeria-restaurant-122720.html,https://media.yellowpages-uae.com/images/placeholder.png
Desl Hut Restaurant,"Behind Grand City Mall, Al Quoz Industrial Area 4, Dubai",Dubai,,04-3383283,https://www.yellowpages-uae.com/desl-hut-restaurant-175547.html,https://media.yellowpages-uae.com/images/placeholder.png
Dhaba Restaurant,"Behind Sunrise Supermarket, Al Qusais, Dubai",Dubai,47351,04-2611685,https://www.yellowpages-uae.com/dhaba-restaurant-175226.html,https://media.yellowpages-uae.com/images/placeholder.png
Dhe Chef,"Bhnd KM Trdg, Abu Shagara, Sharjah",Sharjah,,06-5445060,https://www.yellowpages-uae.com/dhe-chef-175649.html,https://media.yellowpages-uae.com/images/placeholder.png
Diamond City Restaurant LLC,"Mussafah 10, Abu Dhabi",Abu Dhabi,,02-5553064,https://www.yellowpages-uae.com/diamond-city-restaurant-llc-145336.html,https://media.yellowpages-uae.com/images/placeholder.png
Dibba Bakes,"Abu Shagara, Sharjah",Sharjah,,06-5348066,https://www.yellowpages-uae.com/dibba-bakes-175365.html,https://media.yellowpages-uae.com/images/placeholder.png
Din Tai Fung,"Mall Of The Emirates, Dubai",Dubai,,04-2651288,https://www.yellowpages-uae.com/din-tai-fung-175628.html,https://media.yellowpages-uae.com/images/placeholder.png
Dine At Moonvalley BBQ Restaurant,"18B Street, Behind NBF Bank, Bur Dubai, Dubai",Dubai,11893,04-3966412,https://www.yellowpages-uae.com/dine-at-moonvalley-bbq-restaurant-179088.html,https://media.yellowpages-uae.com/images/placeholder.png
Diplomat Restaurant,"Bhnd Sharjah Water & Elec Dept Bldg, Mina Rd, Sharjah",Sharjah,2998,06-5696944,https://www.yellowpages-uae.com/diplomat-restaurant-132400.html,https://media.yellowpages-uae.com/images/placeholder.png
Diwan Al Badia,"Al Badia Golf Club, DFC, Dubai",Dubai,,04-7011128,https://www.yellowpages-uae.com/diwan-al-badia-67692.html,https://media.yellowpages-uae.com/images/placeholder.png
Docklands,"Dhow Palace Hotel, Bur Dubai, Dubai",Dubai,,04-3599992,https://www.yellowpages-uae.com/docklands-67693.html,https://media.yellowpages-uae.com/images/placeholder.png
Dome Cafe,"Bin Soughat Centre, Rashidiya, Dubai",Dubai,6774,04-2844498,https://www.yellowpages-uae.com/dome-cafe-145126.html,https://media.yellowpages-uae.com/images/placeholder.png
Domino's Pizza,"Near Millenium Hotel, Corniche Rd, Sharjah",Sharjah,,06-5569909,https://www.yellowpages-uae.com/domino-s-pizza-110778.html,https://media.yellowpages-uae.com/images/placeholder.png
Doner Deli,"Opposite Lulu Hypermarket, Dubai",Dubai,,800 6936637,https://www.yellowpages-uae.com/doner-deli-175352.html,https://media.yellowpages-uae.com/images/placeholder.png
Doner Force,"X2 Tower, Lake View, Cluster X, Dubai",Dubai,,80036723,https://www.yellowpages-uae.com/doner-force-175261.html,https://media.yellowpages-uae.com/images/placeholder.png
Doner Kebab,"Ground Level, SIT Tower,, Dubai",Dubai,,04-3207767,https://www.yellowpages-uae.com/doner-kebab-175258.html,https://media.yellowpages-uae.com/images/placeholder.png
Dosa Hut Restaurant,"Al Manama Hyper Market, Fujairah",Fujairah,,09-2233474,https://www.yellowpages-uae.com/dosa-hut-restaurant-170734.html,https://media.yellowpages-uae.com/images/placeholder.png
Dragon Bao Bao Cafeteria,"G-1, National Cinema Building, Hamdan Street, Al Markaziya, Abu Dhabi",Abu Dhabi,,02-6742235,https://www.yellowpages-uae.com/dragon-bao-bao-cafeteria-176359.html,https://media.yellowpages-uae.com/images/placeholder.png
Dukkan Falafel,,,,04-8876220,https://www.yellowpages-uae.com/dukkan-falafel-148057.html,https://media.yellowpages-uae.com/images/placeholder.png
Dumpling Queen Restaurant FZCO,"Intl City, Dubai",Dubai,39398,04-3674558,https://www.yellowpages-uae.com/dumpling-queen-restaurant-fzco-137988.html,https://media.yellowpages-uae.com/images/placeholder.png
Dunes Cuisine,"Muhaisnah, Ghusais, Dubai",Dubai,,04-2540022,https://www.yellowpages-uae.com/dunes-cuisine-145484.html,https://media.yellowpages-uae.com/images/placeholder.png
Chowking,"Al Nahda 2, Dubai",Dubai,,04-2382837,https://www.yellowpages-uae.com/chowking-110151.html,https://media.yellowpages-uae.com/images/placeholder.png
Chowking Orient Restaurant,"G-39, Al Ghurair City, Deira, Dubai",Dubai,285849,04-2288377,https://www.yellowpages-uae.com/chowking-orient-restaurant-142989.html,https://media.yellowpages-uae.com/images/placeholder.png
Chuck Wagon Restaurant - Pearl Hotel,"Sh Rashid Palace Road, Umm Al Quwain",Umm Al Quwain,887,06-7666678,https://www.yellowpages-uae.com/chuck-wagon-restaurant-pearl-hotel-15872.html,https://media.yellowpages-uae.com/images/placeholder.png
Cinema New Restaurant,"SEWA Bldg, Near Sharjah Cinema, Al Mina Rd, Sharjah",Sharjah,167,06-5681006,https://www.yellowpages-uae.com/cinema-new-restaurant-131468.html,https://media.yellowpages-uae.com/images/placeholder.png
Cipriani,"Gate Village 10, Building 3, DIFC, Dubai",Dubai,,04-3470003,https://www.yellowpages-uae.com/cipriani-175631.html,https://media.yellowpages-uae.com/images/placeholder.png
Circo,"Inter Continental, Al Bateen, Abu Dhabi",Abu Dhabi,,02-6666888,https://www.yellowpages-uae.com/circo-175686.html,https://media.yellowpages-uae.com/images/placeholder.png
City Burger,"Bhnd Al Mariya Cinema, Abu Dhabi",Abu Dhabi,,02-6716788,https://www.yellowpages-uae.com/city-burger-145579.html,https://media.yellowpages-uae.com/images/placeholder.png
City Diamond Restaurant,"Near Super Bonanza Hypermarket, Al Quoz 2, Dubai",Dubai,,04-3466617,https://www.yellowpages-uae.com/city-diamond-restaurant-144270.html,https://media.yellowpages-uae.com/images/placeholder.png
City Grill Restaurant,"Near Al Fahidi Souq, Street 33, Meena Bazar, Dubai",Dubai,,04-3529277,https://www.yellowpages-uae.com/city-grill-restaurant-175289.html,https://media.yellowpages-uae.com/images/placeholder.png
City House Restaurant,,,,02-6343060,https://www.yellowpages-uae.com/city-house-restaurant-175505.html,https://media.yellowpages-uae.com/images/placeholder.png
City King Restaurant,"Behind Lulu Centre, Salam Street, Abu Dhabi",Abu Dhabi,,02-6778848,https://www.yellowpages-uae.com/city-king-restaurant-175550.html,https://media.yellowpages-uae.com/images/placeholder.png
City Palace Restaurant,"Khalifa St, Abu Dhabi",Abu Dhabi,31912,02-6262762,https://www.yellowpages-uae.com/city-palace-restaurant-131343.html,https://media.yellowpages-uae.com/images/placeholder.png
City Restaurant,"Satwa, Dubai",Dubai,,04-3312380,https://www.yellowpages-uae.com/city-restaurant-103618.html,https://media.yellowpages-uae.com/images/placeholder.png
Classio Master Restaurant & Cafeteria,"Near Fahidi Metro Station, Musalla, Dubai",Dubai,,04-3939732,https://www.yellowpages-uae.com/classio-master-restaurant-cafeteria-175577.html,https://media.yellowpages-uae.com/images/placeholder.png
Claw BBQ,"Downtown Dubai, Dubai",Dubai,,04-4322300,https://www.yellowpages-uae.com/claw-bbq-175822.html,https://media.yellowpages-uae.com/images/placeholder.png
Cleopatra Restaurant - Ana Palace Hotel,"G Flr, Near Sabkha Bus Stn, Deira, Dubai",Dubai,28490,04-2258899,https://www.yellowpages-uae.com/cleopatra-restaurant-ana-palace-hotel-62622.html,https://media.yellowpages-uae.com/images/placeholder.png
Clinton Street Baking Company,"Downtown Dubai, Dubai",Dubai,,04-4281331,https://www.yellowpages-uae.com/clinton-street-baking-company-175750.html,https://media.yellowpages-uae.com/images/placeholder.png
Coastal Butlers Restaurant LLC,"Damascus Street, Dubai",Dubai,,04-2884428,https://www.yellowpages-uae.com/coastal-butlers-restaurant-llc-175323.html,https://media.yellowpages-uae.com/images/placeholder.png
Coco's Restaurant,"Jumeirah Beach Residence, Dubai",Dubai,32100,04-4243740,https://www.yellowpages-uae.com/coco-s-restaurant-115488.html,https://media.yellowpages-uae.com/images/placeholder.png
Colombo Restaurant,"Morejag New Mosque Rd, National Paint, Sharjah",Sharjah,70587,055-2912477,https://www.yellowpages-uae.com/colombo-restaurant-148170.html,https://media.yellowpages-uae.com/images/placeholder.png
The Snack House,"Gate 1 Building, Dubai Silicon Oasis, Dubai",Dubai,,04-3338680,https://www.yellowpages-uae.com/the-snack-house-175266.html,https://media.yellowpages-uae.com/images/placeholder.png
The Stuffed Burger Company,"Airport Road, Abu Dhabi",Abu Dhabi,,02-5560353,https://www.yellowpages-uae.com/the-stuffed-burger-company-175566.html,https://media.yellowpages-uae.com/images/placeholder.png
The Terrace Restaurant,"Next to Gulf Medical University, Ajman",Ajman,,06-7430002,https://www.yellowpages-uae.com/the-terrace-restaurant-142568.html,https://media.yellowpages-uae.com/images/placeholder.png
The Village Restaurant,"Al Hamra Village Golf Resort, RAK, Ras Al Khaimah",Ras Al Khaimah,,07-2446666,https://www.yellowpages-uae.com/the-village-restaurant-108020.html,https://media.yellowpages-uae.com/images/placeholder.png
The Wok House,"Front Fa?ade, BurJuman, Dubai",Dubai,,04-3599786,https://www.yellowpages-uae.com/the-wok-house-67493.html,https://media.yellowpages-uae.com/images/placeholder.png
Tibba Restaurant,"Damascus St, Qusais, Dubai",Dubai,,04-2578585,https://www.yellowpages-uae.com/tibba-restaurant-143045.html,https://media.yellowpages-uae.com/images/placeholder.png
Tiffinbites,"Jumeirah Beach Residence, Dubai",Dubai,,04-4404952,https://www.yellowpages-uae.com/tiffinbites-67815.html,https://media.yellowpages-uae.com/images/placeholder.png
Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais, Dubai",Dubai,,04-2205822,https://www.yellowpages-uae.com/tikka-tonight-restaurant-175321.html,https://media.yellowpages-uae.com/images/placeholder.png
Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2, Dubai",Dubai,,04-2637335,https://www.yellowpages-uae.com/todays-restaurant-175255.html,https://media.yellowpages-uae.com/images/placeholder.png
Toki Japanese Restaurant,"Hilton, Khubeirah, Abu Dhabi",Abu Dhabi,,02-6811900,https://www.yellowpages-uae.com/toki-japanese-restaurant-175728.html,https://media.yellowpages-uae.com/images/placeholder.png
Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz, Dubai",Dubai,,050-4746812,https://www.yellowpages-uae.com/tom-serg-cafe-175786.html,https://media.yellowpages-uae.com/images/placeholder.png
Tony Roma's,"Sh Zayed Rd, Dubai",Dubai,15018,04-3685655,https://www.yellowpages-uae.com/tony-roma-s-131620.html,https://media.yellowpages-uae.com/images/placeholder.png
Topkapi - Taj Palace Hotel Dubai,"Riqa Road, Dubai",Dubai,42211,04-2113060,https://www.yellowpages-uae.com/topkapi-taj-palace-hotel-dubai-149564.html,https://media.yellowpages-uae.com/images/placeholder.png
Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah, Abu Dhabi",Abu Dhabi,,02-8115666,https://www.yellowpages-uae.com/tori-nu-su-175742.html,https://media.yellowpages-uae.com/images/placeholder.png
Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA, Abu Dhabi",Abu Dhabi,,056-4680910,https://www.yellowpages-uae.com/tourist-club-star-cafeteria-175551.html,https://media.yellowpages-uae.com/images/placeholder.png
Trader Vics,"Crowne Plaza, Sh zayed road, Dubai",Dubai,,04-3311111,https://www.yellowpages-uae.com/trader-vics-67819.html,https://media.yellowpages-uae.com/images/placeholder.png
Traiteur,"Park Hyatt, Deira, Dubai",Dubai,,04-3172222,https://www.yellowpages-uae.com/traiteur-67820.html,https://media.yellowpages-uae.com/images/placeholder.png
Travancore Restaurant LLC,"Mussafah 10, Abu Dhabi",Abu Dhabi,,02-5596490,https://www.yellowpages-uae.com/travancore-restaurant-llc-150966.html,https://media.yellowpages-uae.com/images/placeholder.png
Tripoli Restaurant,"Musaffah, Abu Dhabi",Abu Dhabi,,02-6440999,https://www.yellowpages-uae.com/tripoli-restaurant-175518.html,https://media.yellowpages-uae.com/images/placeholder.png
Triveni Restaurant,"Beauty Center Bldg, Near Fish R/A, Opp Maktoum Hosp, Dubai",Dubai,82863,04-2213133,https://www.yellowpages-uae.com/triveni-restaurant-138608.html,https://media.yellowpages-uae.com/images/placeholder.png
Shawarmaji,"Al Barsha, Dubai",Dubai,,04-4521717,https://www.yellowpages-uae.com/shawarmaji-175356.html,https://media.yellowpages-uae.com/images/placeholder.png
Sheeshan Restaurant,"Frij Murar, Deira, Dubai",Dubai,,04-2730147,https://www.yellowpages-uae.com/sheeshan-restaurant-142365.html,https://media.yellowpages-uae.com/images/placeholder.png
Sher-E-Punjab Restaurant,"Oman St, Al Nakheel, Ras Al Khaimah",Ras Al Khaimah,812,07-2221572,https://www.yellowpages-uae.com/sher-e-punjab-restaurant-113510.html,https://media.yellowpages-uae.com/images/placeholder.png
Shibam Hadarmout Restaurant,"Near Habtoor Auto Centre, Deira, Dubai",Dubai,236177,04-2666024,https://www.yellowpages-uae.com/shibam-hadarmout-restaurant-161891.html,https://media.yellowpages-uae.com/images/placeholder.png
Shish Shawerma Restaurant Est,"Corniche Rd, Abu Dhabi",Abu Dhabi,38107,02-6505576,https://www.yellowpages-uae.com/shish-shawerma-restaurant-est-164785.html,https://media.yellowpages-uae.com/images/placeholder.png
Shiv Sagar Restaurant LLC,"Meena Bazaar, Bur Dubai, Dubai",Dubai,43527,04-3522020,https://www.yellowpages-uae.com/shiv-sagar-restaurant-llc-118080.html,https://media.yellowpages-uae.com/images/placeholder.png
Shoukath Restaurant,"Karama, Dubai",Dubai,23050,04-3352526,https://www.yellowpages-uae.com/shoukath-restaurant-144272.html,https://media.yellowpages-uae.com/images/placeholder.png
Sigddi Restaurant LLC,"Besides Baby Shop, Al Zabel Rd, Karama, Dubai",Dubai,184061,04-3548978,https://www.yellowpages-uae.com/sigddi-restaurant-llc-143237.html,https://media.yellowpages-uae.com/images/placeholder.png
Simran's Appa Kadai,"Discovery Gardens, Dubai",Dubai,,04-3348030,https://www.yellowpages-uae.com/simran-s-appa-kadai-149929.html,https://media.yellowpages-uae.com/images/placeholder.png
Sind Darbar Restaurant,"Al Muteena Rd, Deira, Dubai",Dubai,,04-2727934,https://www.yellowpages-uae.com/sind-darbar-restaurant-175256.html,https://media.yellowpages-uae.com/images/placeholder.png
Sindh Shahbaz Restaurant,"Opp Abdullah Bin Abbas Mosque, King Faisal St, Sharjah",Sharjah,,06-5744104,https://www.yellowpages-uae.com/sindh-shahbaz-restaurant-68479.html,https://media.yellowpages-uae.com/images/placeholder.png
Singapore Deli,"Behind Pizza Hut, Opposite Burjuman Centre, Al Karama, Dubai",Dubai,49612,04-3966885,https://www.yellowpages-uae.com/singapore-deli-129262.html,https://media.yellowpages-uae.com/images/placeholder.png
Sinugba ng Cucina Filipino Restaurant,"Amman Rd, Al Nahda 2, Dubai",Dubai,,04-2637482,https://www.yellowpages-uae.com/sinugba-ng-cucina-filipino-restaurant-175237.html,https://media.yellowpages-uae.com/images/placeholder.png
Sivestar Bhavan Restaurant,"Bur Dubai, Dubai",Dubai,,04-3979481,https://www.yellowpages-uae.com/sivestar-bhavan-restaurant-143791.html,https://media.yellowpages-uae.com/images/placeholder.png
Skye & Walker,"Al Rigga, Dubai",Dubai,,04-2131221,https://www.yellowpages-uae.com/skye-walker-175778.html,https://media.yellowpages-uae.com/images/placeholder.png
Slider Station,"Al Wasl Road, Dubai",Dubai,,600 544005,https://www.yellowpages-uae.com/slider-station-175779.html,https://media.yellowpages-uae.com/images/placeholder.png
Smiling BKK,"Shop 1, Block 1, Wasl Square, Opposite Safa Park, Al Wasl Road, Al Safa, Dubai",Dubai,,04-3884411,https://www.yellowpages-uae.com/smiling-bkk-173550.html,https://media.yellowpages-uae.com/images/placeholder.png
Sonia Company LLC,"Rashidiya, Dubai",Dubai,52546,04-2863660,https://www.yellowpages-uae.com/sonia-company-llc-129747.html,https://media.yellowpages-uae.com/images/placeholder.png
Sontaya,"Saadiyat Island, Abu Dhabi",Abu Dhabi,,02-4988888,https://www.yellowpages-uae.com/sontaya-175721.html,https://media.yellowpages-uae.com/images/placeholder.png
Sophies Cafe,"Jumeirah, Dubai",Dubai,,04-4515982,https://www.yellowpages-uae.com/sophies-cafe-175780.html,https://media.yellowpages-uae.com/images/placeholder.png
Le Beaujolais,"Hamdan Street, Abu Dhabi",Abu Dhabi,,02-6333555,https://www.yellowpages-uae.com/le-beaujolais-175655.html,https://media.yellowpages-uae.com/images/placeholder.png
Lebanese Mill Restaurant,"Passport Road, Abu Dhabi",Abu Dhabi,,02-6419996,https://www.yellowpages-uae.com/lebanese-mill-restaurant-175524.html,https://media.yellowpages-uae.com/images/placeholder.png
Lebanese Roaster,"G Flr, Al Futtaim Bldg, Opp Deira Water Tank, Deira, Dubai",Dubai,,04-2285905,https://www.yellowpages-uae.com/lebanese-roaster-105716.html,https://media.yellowpages-uae.com/images/placeholder.png
Leila Restaurant,"Mirdif City Centre, Dubai",Dubai,,056-1880045,https://www.yellowpages-uae.com/leila-restaurant-175763.html,https://media.yellowpages-uae.com/images/placeholder.png
Lemongrass,"Mushrif Mall, Abu Dhabi",Abu Dhabi,,02-6500205,https://www.yellowpages-uae.com/lemongrass-147964.html,https://media.yellowpages-uae.com/images/placeholder.png
Leopolds Of London,"Maryah Island, Abu Dhabi",Abu Dhabi,,02-6654776,https://www.yellowpages-uae.com/leopolds-of-london-175656.html,https://media.yellowpages-uae.com/images/placeholder.png
Li Beirut,"Jumeirah Al Etihad Towers, Al Khubeirah, Abu Dhabi",Abu Dhabi,,02-8115555,https://www.yellowpages-uae.com/li-beirut-175706.html,https://media.yellowpages-uae.com/images/placeholder.png
Li Jiang,"Ritz Carlton, Khor Al Maqta, Abu Dhabi",Abu Dhabi,,02-8188282,https://www.yellowpages-uae.com/li-jiang-175707.html,https://media.yellowpages-uae.com/images/placeholder.png
